title,company,experience,salary,location,skills,posted
Analyst - AMI - CNS - Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Mumbai,"Ami, Internal Audit, Compliance, Knowledge Management, External Audit, Accountant, Risk Management, Analytics",4 days ago
Analyst - AMI - CNS - Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Mumbai,"Ami, Internal Audit, Compliance, Knowledge Management, External Audit, Accountant, Risk Management, Analytics",4 days ago
Analyst - AMI - CNS - Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Mumbai,"Ami, Internal Audit, Compliance, Knowledge Management, External Audit, Accountant, Risk Management, Analytics",4 days ago
Analyst - AMI - CNS - Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Mumbai,"Ami, Internal Audit, Compliance, Knowledge Management, External Audit, Accountant, Risk Management, Analytics",4 days ago
Analyst - Portfolio Monitoring,Acuity Knowledge Partners,0-1 Yrs,Not mentioned,Gurugram,"financial analysis, client engagement, investment banking, portfolio analysis, capital market, equity, sales, excel",4 days ago
Business Analyst,Barclays,0-13 Yrs,Not mentioned,Bengaluru,"Administration, Leadership development, Financial analysis, Business strategy, Assistant Vice President, Risk management, Business continuity, Forecasting",1 week ago
Futures Business Analyst,Barclays,0-13 Yrs,Not mentioned,Pune,"Product quality, Analyst, Business Analyst, Service excellence, Subject matter expertise, Continuous improvement, Project delivery, Stakeholder management",2 weeks ago
T&T | EAD | AI&D | Analyst | PMBA,Deloitte Consulting,0-3 Yrs,Not mentioned,Mumbai,"Data analysis, Manager Quality Assurance, Data management, Business analysis, Project management, Process improvement, Consulting, Troubleshooting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Chandigarh,"debt management, data analysis tools, data analysis, customer satisfaction, compliance, market research, communication and interpersonal skills, financial services",2 weeks ago
CAT Modeling Analyst,EXL,0-2 Yrs,Not mentioned,Gurugram,"Basic, Data analysis, Application testing, Coding, Senior Analyst, Debugging, Programming, Application software",3+ weeks ago
Client Data Associate I,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Bengaluru,"Process automation, Data analysis, Data management, Operational risk, Process improvement, Analytical, Machine learning, Continuous improvement",3 days ago
Business Analyst,Artium Academy,0-3 Yrs,Not mentioned,Mumbai,"business requirements, business analysis, risk, business operations, communication skills, Analysis, Requirements, Operations",3+ weeks ago
Business Analyst,Amazon,0-8 Yrs,Not mentioned,Hyderabad,"Computer science, Business Analyst, Data modeling, Schema, Data structures, System Analyst, data visualization, Business intelligence",3+ weeks ago
Commercial & Investment Bank Strategy Analyst,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Strategy consulting, Senior management, Business analysis, Analytical, Consulting, Market intelligence, Strategic planning, Management",3+ weeks ago
Senior Analyst - Business Consulting Risk - FS - CNS - Risk,EY,0-1 Yrs,Not mentioned,Gurugram,"Assurance, Due diligence, Financial reporting, Business planning, Agile, Market research, Actuarial, Information technology",3+ weeks ago
T&T- HC- OT- People Analytics- Analyst,Deloitte Consulting,0-2 Yrs,Not mentioned,New Delhi,"human capital, Usage, Senior Analyst, Analytical, Consulting, SAS R, power bi, HR",2 weeks ago
Analyst - Assurance - AMI - ASU - TR - Technology Risk,EY,0-3 Yrs,Not mentioned,Pune,"Change management, Assurance, US GAAP, Financial reporting, Cisa, Aerospace, Industrial products, IFRS",3+ weeks ago
Senior Analyst Business Consulting Risk FS CNS Risk Actuarial,EY,0-7 Yrs,Not mentioned,Gurugram,"Manager Internal Audit, Assurance, Wealth management, Data modeling, Risk assessment, Consulting, Actuarial, Asset management",3+ weeks ago
Data Analyst,Renaissance Academy Of Wisdom,0-3 Yrs,Not mentioned,Remote,"Data Analytics, Power Bi, Data Analysis, Data Visualization, Machine Learning, SQL, Python, Data",2 weeks ago
Data Analyst - AI Projects,Kintellect Partners Llp,0-2 Yrs,Not mentioned,Bengaluru,"Data analysis, Machine learning, Data collection, Infrastructure, Manager Technology, power bi, Data Analyst, data visualization",2 weeks ago
Data Analyst - AI Projects,Kintellect Partners Llp,0-2 Yrs,Not mentioned,Bengaluru,"Data analysis, Machine learning, Data collection, Infrastructure, Manager Technology, power bi, Data Analyst, data visualization",2 weeks ago
Data Analyst Intern @ Crompton,Crompton Greaves Consumer Electricals,0-1 Yrs,Not mentioned,Mumbai (All Areas)(Vikhroli West),"Power Bi, Data Visualization, Dashboards, Dashboard Development, Data Analytics, Data Analysis, Analytics, Analysis",3 weeks ago
Data Research Analyst,Renee Technologies Pune,0-2 Yrs,Not mentioned,Pune,"Data Research Analyst, Research, Data, Research analysis, Data research, Data analysis, Analysis",3+ weeks ago
Asset & Wealth Management - XIG Platform Management- Analyst,Goldman Sachs,0-4 Yrs,Not mentioned,Bengaluru,"Fund accounting, Data analysis, Wealth management, Data management, Fixed income, Project management, Asset management, Risk management",2 weeks ago
Research Analyst,Crisil,0-7 Yrs,Not mentioned,Pune,"business research, industry research, research analysis, problem solving, business development, market research, research, sales",3 days ago
Data Process Executive,Prgx India,0-3 Yrs,Not mentioned,Pune,"python, computer operating, data analysis, data management, apqp, data processing, pivot table, vlookup",3 days ago
AI Scientist,Birdi Systems International,0-1 Yrs,Not mentioned,"Pune, Mumbai (All Areas)","Generative AI, Mathematical Modeling, Optimization Techniques, Model Deployment, Retrieval Augmented Generation, Algorithm Development, Artificial Intelligence, Feature Engineering",3 days ago
Fresher Graduate Hiring - Test Engineers,Conduent,0-1 Yrs,Not mentioned,Noida,"Manual Testing, Design, Agile Methodology, Communication Skills, Analytical Skills, On Unix, Reconciliation, Agile",5 days ago
"Analyst, Real Estate Ratings Mumbai",Morningstar,0-2 Yrs,Not mentioned,Mumbai,"analytical, credit analysis, administration, real estate, legal documentation, verbal communication, estate, rules",1 week ago
Sr.Analyst | Accounting & Reporting | | Accounting,Deloitte Consulting,0-3 Yrs,Not mentioned,Bengaluru,"Fund accounting, US GAAP, Financial reporting, MIS, Project management, Analytical, Reconciliation, Workflow",2 weeks ago
Process Manager,eClerx,0-17 Yrs,Not mentioned,Pune,"operations management, project management, data analysis, team management, process improvement, process management, operations, customer satisfaction",2 weeks ago
AI Data Operations Intern,Figmenta,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","project management, python, css, data analysis, production, business analysis, google sheets, triggers",3+ weeks ago
Business Analyst,Barclays,0-13 Yrs,Not mentioned,Pune,"Data analysis, Change management, Reconciliation, Data quality, Business strategy, Assistant Vice President, Operations, Analytics",2 weeks ago
Business Analyst-VP,Barclays,0-13 Yrs,Not mentioned,Pune,"Loans, Data analysis, Change management, Manager Quality Assurance, Configuration management, Analytical, Vice President, Agile",3+ weeks ago
Data Scientist,Data Collection Infotech,0-4 Yrs,Not mentioned,Bengaluru,"Logistic regression, Data analysis, Client servicing, Trend analysis, Data mining, Individual Contributor, SQL, Python",3+ weeks ago
Cyber Operations Analyst,Barclays,0-10 Yrs,Not mentioned,Pune,"remediation, Networking, Linux, Senior Analyst, Event management, Project management, Problem management, Windows",3+ weeks ago
Data Scientist,Akaike Technologies,0-6 Yrs,Not mentioned,Bengaluru,"deep learning, Data analysis, GIT, Analytical, MySQL, Machine learning, data visualization, Data mining",3+ weeks ago
Business Analyst,NXG World,0-3 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Business Analyst, Business analysis",3+ weeks ago
IFC Business Analyst,Barclays,0-13 Yrs,Not mentioned,Pune,"Product quality, Operational excellence, Business Analyst, Scrum, Business strategy, Assistant Vice President, JIRA, Operations",3+ weeks ago
Analyst - Business Consulting Risk - AMI - CNS - Risk,EY,0-1 Yrs,Not mentioned,Mumbai,"Enterprise risk management, Manager Internal Audit, Assurance, Revenue assurance, External audit, Outsourcing, Risk management, Operations",1 week ago
Analyst - Business Consulting Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Mumbai,"Enterprise risk management, Manager Internal Audit, Assurance, Revenue assurance, External audit, Outsourcing, Risk management, Operations",2 weeks ago
Data Verifying Operator,Whizz Edu Tech,0-4 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Data Verifying Operator,3+ weeks ago
Associate Process Manager,eClerx,0-3 Yrs,Not mentioned,Pune,"Data analysis, Data management, Market intelligence, market data, Variance analysis, Operations, Analytics, Automotive",3+ weeks ago
Loan Business Analyst,Barclays,0-13 Yrs,Not mentioned,"Pune, Chennai","Process design, Change management, Manager Quality Assurance, Reconciliation, Integration testing, Agile, Business strategy, Assistant Vice President",3+ weeks ago
Business Analyst,Barclays,0-13 Yrs,Not mentioned,Pune,"Process design, Change management, Operational excellence, ISO, Business Analyst, Issue resolution, Business strategy, Assistant Vice President",3+ weeks ago
Analyst | Oracle - ARCS| Finance Transformation,Deloitte Consulting,0-5 Yrs,Not mentioned,Pune,"SUB, Compliance, Senior Analyst, Reconciliation, Workflow, Oracle, SQL scripting, ARM",3+ weeks ago
Data Analyst,Facets Polishing Works,0-3 Yrs,Not mentioned,Surat,"Data Analytics, Power Bi, Bi Tools, SQL, Analytics, Data, Data analysis, Tools",2 days ago
Data Analyst (Malayalam Speaker - India),Peroptyx,0-5 Yrs,Not mentioned,Remote,"English, Malayalam, Data Analysis, Data Extraction, Research, Data Analytics, Research And Development, Data Mapping",3 weeks ago
Wholesale Credit Portfolio Analytics - Analyst,JPMorgan Chase Bank,0-2 Yrs,Not mentioned,Mumbai,"Data analysis, Analytical, Financial analytics, Credit risk analysis, Credit risk, Risk management, Internship, Wholesale",3+ weeks ago
SFCDP ANALYST,Dentsu Webchutney,0-5 Yrs,Not mentioned,Mumbai,"Data analysis, data governance, Customer service, Business strategy, Management, Project delivery, CRM, Customer interaction",5 days ago
Analyst Trainee,Axtria,0-2 Yrs,Not mentioned,Noida,"data analysis, data validation, process improvement, market research, research, Data, Marketing, Improvement",3 weeks ago
Operations Analysis Analyst,S&P Global Market Intelligence,0-3 Yrs,Not mentioned,Gurugram,"operations, analytics, project management, data analytics, compliance, project execution, regulatory compliance, communication skills",3 weeks ago
"Risk Analyst, NCT",Deutsche Bank,0-6 Yrs,Not mentioned,Mumbai,"Relationship management, Loans, Front office, External audit, Fixed income, Analytical, Risk Analyst, Data processing",Just now
Business Partnering Consultant,EY,0-8 Yrs,Not mentioned,Kochi,"Computer science, Data analysis, Assurance, Share market, Business research, Analytical, Consulting, Agile",Just now
Analyst - LS,eClerx,0-1 Yrs,Not mentioned,Coimbatore,"Analytical skills, Basic, Senior Analyst, Management, SEO, Data entry, Analysis, Data",Just now
Product Data Management - 6 month contract,eClerx,0-1 Yrs,Not mentioned,Bengaluru,"data management, python, data analysis, data analytics, consulting, data warehousing, business analysis, dbms",3+ weeks ago
CA Freshers (1 Attempt) - Financial Planning & Analysis (FPNA)_Mumbai,eClerx,0 Yrs,Not mentioned,Navi Mumbai,"1ST ATTEMPT, CA FRESHER, CA, CFA, Financial Analysis, Business Finance, FPA, Financial Planning And Analysis",3 weeks ago
Opening For B.Tech / Be - VBA / Power BI Knowledge - Night shift,Capgemini,0 Yrs,Not mentioned,Chennai,"Business Intelligence Reporting, Analytics, Power Bi, VBA, Business intelligence, Bi, Intelligence, Reporting",2 days ago
Analyst - Business Consulting Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Bengaluru,"Business Consulting, Business Strategy, Internal Audit, Financial Services, Compliance, Media, Telecommunications, Risk Management",4 days ago
Analyst - Business Consulting Risk - Process & Controls,EY,0-1 Yrs,Not mentioned,Bengaluru,"Business Consulting, Business Strategy, Internal Audit, Financial Services, Compliance, Media, Telecommunications, Risk Management",4 days ago
MIS Executive UK,IMS Group,0-3 Yrs,Not mentioned,Ahmedabad,"hlookup, lookup, conditional formatting, macros, charts, data analysis, sumif, data management",4 days ago
Associate,PW,0-4 Yrs,Not mentioned,"Noida, New Delhi, Pune","project management, operations management, data analysis, quality control, team management, iso, training, auditing",4 days ago
AUDIT ANALYST COHORT,JPMorgan Chase Bank,0-3 Yrs,Not mentioned,Mumbai,"Manager Internal Audit, Assurance, Automation, Usage, Cisa, Wealth management, Anti money laundering, MS Office",3+ weeks ago
"Seller Manager III, Amazon Now [Tez] Quick Commerce",Amazon,0-5 Yrs,Not mentioned,Bengaluru,"Supply chain management, Sales strategy, Data analysis, Translation, Relationship, Customer experience, Continuous improvement, Product marketing",3+ weeks ago
Asset & Wealth Management Operations - WM Bus Intelligence - Analyst,Goldman Sachs,0-2 Yrs,Not mentioned,Bengaluru,"Data analysis, Wealth management, Financial planning, Investment banking, Asset management, Investment management, Risk management, Financial services",3+ weeks ago
Senior Officer,Adani Group,0-4 Yrs,Not mentioned,Ahmedabad,"modeling, master data management, change management, sql, data cleansing, qc, vendor development, supplier",2 weeks ago
Japanese Language Specialist-Bangalore,Amazon,0-1 Yrs,Not mentioned,Bengaluru,"Jlpt N2, Japanese Translation, Japanese Interpretation, Japanese Language, JLPT, Translation, Interpretation, Languages",2 weeks ago
Senior Officer - TPDD,Adani Group,0-4 Yrs,Not mentioned,Ahmedabad,"digital, risk assessment, risk management, project management, due diligence, analytical, iso, program management",2 weeks ago
Asset & Wealth Management - AM MAS Digital Strats - Analyst,Goldman Sachs,0-3 Yrs,Not mentioned,Bengaluru,"Computer science, Front end, Javascript, Workflow, HTML, Investment banking, Analytics, Financial services",3+ weeks ago
AI/ML Computational Science Analyst,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"ai, storytelling, python, natural language processing, quality control, performance testing, llm, aht",3 weeks ago
AI/ML Computational Science Analyst,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"ai, storytelling, python, natural language processing, quality control, performance testing, llm, aht",3 weeks ago
AI/ML Computational Science Analyst,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"ai, storytelling, python, natural language processing, quality control, performance testing, llm, aht",3 weeks ago
AI/ML Computational Science Analyst,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"ai, storytelling, python, natural language processing, quality control, performance testing, llm, aht",3 weeks ago
AI/ML Computational Science Analyst,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"ai, storytelling, python, natural language processing, quality control, performance testing, llm, aht",3 weeks ago
Trainee Technology,Bajaj Finance,0-1 Yrs,Not mentioned,Pune,"finance, emerging technologies, python, data analysis tools, data analysis, financial systems, programming languages, financial services",3 weeks ago
Analyst ICB BM,Barclays,0-3 Yrs,Not mentioned,Noida,"microsoft office suitehris, talent acquisition, recruitment, documentation, communication skills, Analysis, Acquisition, MS Office",3+ weeks ago
"Analyst, Private Credit Ratings",Morningstar,0-2 Yrs,Not mentioned,Mumbai,"analytical, credit analysis, credit risk, verbal communication, rating, rules, auditing, accounting",3+ weeks ago
Data Analytics Executive,Voltas,0-4 Yrs,Not mentioned,Mumbai,"sqltableau, data integration tools, statistical modeling, power bi, data visualization, machine learning, communication skills, Analytics",3+ weeks ago
"Financial Analyst 1, FOAA",Amazon,0-2 Yrs,Not mentioned,Pune,"Payroll, Financial reporting, Financial operations, Oracle, Continuous improvement, Accounts receivable, accounting entries, Balance Sheet",3+ weeks ago
Senior Executive | GST | | Indirect Tax,Deloitte Consulting,0-2 Yrs,Not mentioned,Bengaluru,"Tally, Data analysis, SAP, Compliance, Senior Executive, Tax management, Indirect taxation, Oracle",2 weeks ago
Tax Operations- AEOI - Analyst,Goldman Sachs,0-2 Yrs,Not mentioned,Bengaluru,"Stakeholder Engagement, Analytical, Investment banking, Asset management, Investment management, Risk management, Operations, Corporate taxation",3+ weeks ago
Senior Sales Data Governance Analyst,Russell Investments,0-4 Yrs,Not mentioned,Mumbai,"Automation, Data management, Sales operations, Analytical, Asset management, Business intelligence, Analytics, Financial services",1 week ago
Sports Data Analyst,Impact Hr N Km Solutions,0-1 Yrs,Not mentioned,Nashik,"Internet technologies, Basic, Data validation, RSS, C, Master data management, Product data management, Data Management Executive",3+ weeks ago
Data Research Analyst,MNC,0-1 Yrs,Not mentioned,Remote,"Data Research, Contracts, Data Reporting, Salesforce, Salesforce Cpq, Cpq, Operations, Research",3 days ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Navi Mumbai,"financial analysis, css, service level, data analysis, forecasting, rostering, sla, avaya cms",1 week ago
Fresher- Technical business analysis engineer- UK shift,Conduent,0 Yrs,Not mentioned,Noida(Sector 135),"Manual Testing, Development Testing, Technical, Technical Skills, SQL Queries, Business Analysis, SQL, Testing",5 days ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Mumbai,"tableau, Google Analytics, adobe analytics, Social media, power bi, Customer experience, Management, Digital marketing",1 week ago
Programmatic Ad Operations Specialist,Comscore Technologies,0-2 Yrs,Not mentioned,Pune,"digital marketing, google adwords, ad operations, advertising, excel, campaign management, online marketing, operations",Few hours ago
Analyst - HR Ops - APR - 2026,Tresvista Financial Services,0-1 Yrs,Not mentioned,Pune,"compensation management, hrms, employee relations, analytical, team management, administration, presentation skills, hr compliance",Today
Software Engineer - Product Development,Siemens,0-2 Yrs,Not mentioned,Thane,"Software Engineer, S3, Automation, Data Pipelines, Architecture, Use Cases, Ai, Programming",3+ weeks ago
Analyst - Lam,eClerx,0-4 Yrs,Not mentioned,Coimbatore,"Analyst, Excel, Analytical, MS Word, MS Office, Monitoring, Logistics, Office",4 days ago
Department Coordinator,Adani Group,0-4 Yrs,Not mentioned,Ahmedabad,"python, data analysis, management skills, team management, administration, documentation, business analysis, hrsd",4 days ago
Sr.Engagement Associate- Futuretech Programs,Renalysis Consultants,0-2 Yrs,Not mentioned,Pune,"Data analysis, Usage, Excel, Data management, Social media, Relationship building, Healthcare, CRM",1 week ago
Software Analyst,PTC,0-2 Yrs,Not mentioned,Pune,"c++, cad, do, computer engineering, tools, cloud, scripting, java",1 week ago
ACN Industry Consulting- Capital Market- Analyst,Accenture,0-1 Yrs,Not mentioned,Bengaluru,"compliance, management consulting, risk management, project management, data analytics, data lineage, accounting, business intelligence",2 weeks ago
ACN Industry Consulting- Capital Market- Analyst,Accenture,0-1 Yrs,Not mentioned,Bengaluru,"compliance, management consulting, risk management, project management, data analytics, data lineage, accounting, business intelligence",2 weeks ago
ACN Industry Consulting_ Capital Market_ Analyst,Accenture,0-1 Yrs,Not mentioned,Bengaluru,"compliance, management consulting, risk management, project management, data analytics, data lineage, accounting, business intelligence",2 weeks ago
Executive,MIT World Peace University (MIT WPU),0-5 Yrs,Not mentioned,Pune,"Academic Administration, Data Analysis, Advanced Excel, MIS Reporting, Communication Skills, ERP, Coordination, Documentation",3 weeks ago
Manager _ Forensics Investigation_ Investigations & Disputes_ Advisory,PwC Service Delivery Center,0-1 Yrs,Not mentioned,Bengaluru,"Manager Internal Audit, Assurance, Financial statements, Data analysis, Financial reporting, Corporate governance, Risk analytics, Analytical",1 week ago
Country Risk - Analyst,JPMorgan Chase Bank,0-5 Yrs,Not mentioned,Mumbai,"Stress testing, Front office, Management audit, Financial analysis, Underwriting, Market risk, Product control, Risk management",3+ weeks ago
Junior Digital Marketing Specialist,Universo Realtors,0-2 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Social media marketing, Basic, PPC, Data analysis, Google Analytics, Email marketing, Social media, Scheduling",3+ weeks ago
CRM Professional,Safeway Insurance,0-4 Yrs,Not mentioned,"Kolkata, Bhopal, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru","data management, data analysis, general management, problem solving, business development, salesforce, marketing, automation",3+ weeks ago
Data Analysis Volunteer,Connectfor,0-3 Yrs,Not mentioned,Ahmedabad,"msw, counselling, ngoss, content writing, teaching, social work, communication skills, social service",3+ weeks ago
Statistical Data Analyst,ams OSRAM Group,0-1 Yrs,Not mentioned,"New Delhi, Lucknow","Health insurance, Data analysis, Statistical analysis, Data management, STATA, Data Analyst, SPSS, HRD",3+ weeks ago
Sports Data Analyst,Impact Hr N Km Solutions,0-1 Yrs,Not mentioned,Nashik,"Basic, Data analysis, Data validation, RSS, C, Database, Data structures, Data Analyst",3+ weeks ago
Clinical Data Analyst I,Clinztech Research Solutions,0-2 Yrs,Not mentioned,Hyderabad,"medical writing, pharmaceutical, data analysis, inform, medidata rave, sas, edc, drug safety",3 weeks ago
Analyst,Dasra,0-2 Yrs,Not mentioned,Mumbai,"financial analysis, data analysis, management skills, investment banking, presentation skills, business analysis, problem solving, analysis",3 weeks ago
Research Analyst,Manlitics B2b Ites,0-2 Yrs,Not mentioned,Pune,"innovation, excel, stakeholder management, multitasking, analytical skills, work ethics, Ethics, Research analysis",3+ weeks ago
Real Estate Asset Management Analyst,Goldman Sachs,0-4 Yrs,Not mentioned,Bengaluru,"Wealth management, Project management, Cash flow, Investment banking, Investment management, Asset Management Analyst, Training and Development, MS Office",3+ weeks ago
"Associate Site Merchandiser, CEPC",Amazon,0-5 Yrs,Not mentioned,Bengaluru,"Data analysis, Merchandising strategies, XML, HTML, Store merchandising, Customer experience, Management, Merchandising",Just now
Business Analyst,Aexonic Technologies,0-2 Yrs,Not mentioned,Pune,"Analytical skills, Data analysis, Change management, Rational unified process, Business Analyst, Agile, Business process modeling, Technical Analyst",3+ weeks ago
HR Executive - Data Analytics,Ecozen Solutions,0-1 Yrs,Not mentioned,Pune,"HR Executive, Data analytics, Data, Analytics",3+ weeks ago
AI Product Intern,Ketto,0-1 Yrs,Not mentioned,Mumbai,"ai, python, ux, data analysis, software development, react, llm, fintech",3 days ago
Analyst - Reporting and Analytics,Hubbell,0-2 Yrs,Not mentioned,Chennai,"Computer science, Telecom, C++, Payroll, Senior Analyst, Data modeling, MS Office, Business solutions",3 days ago
"Specialist, Business Analysis",Betanxt,0-5 Yrs,Not mentioned,Bengaluru,"Computer science, System testing, Business analysis, Project management, Functional testing, Agile, Senior Business Analyst, Test planning",3+ weeks ago
BTS - Private Australia - Advanced Analyst,EY,0-2 Yrs,Not mentioned,Bengaluru,"Analysts, Internal Audit, Financial Reporting, Financial Analysis, Tax Returns, Mortgage Advisors, Tally Erp, Accounting",4 days ago
Business Analyst,Techspawn,0-2 Yrs,Not mentioned,Pune,"Procurement, IT Business Analyst, Project evaluation, Business system, Data analysis, IT projects, Programming, Technology solutions",3+ weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Bengaluru,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Bengaluru,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Bengaluru,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Intern-Engineering,Wabtec,0-1 Yrs,Not mentioned,Bengaluru,"Material Science, six sigma, data analysis, mechanical engineering, product development, manufacturing, performance optimization, aerospace",1 week ago
Business Analyst,Shubham Group Of Companies,0-1 Yrs,Not mentioned,Pune,"project management, data analysis, business requirements, gap analysis, business analysis, uat, market research, user stories",3+ weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Science, Analysis, Senior",2 weeks ago
Senior Analyst,Dentsu Webchutney,0-8 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Development, Data, Team",2 weeks ago
Measurement and Reporting New Associate,Accenture,0-1 Yrs,Not mentioned,Bengaluru,"sales, sales operations, analytics, cloud, data analysis, operations, b2b, sales strategy",2 weeks ago
Benefits Analyst - US Healthcare,Black Panda Enterprises,0-2 Yrs,Not mentioned,Hybrid - Pune(Baner),"Data Analysis, Healthcare Operations, Automation, Process Automation, Healthcare Analytics, Stakeholder Management, Analysis, Management",2 weeks ago
Analyst,Hirani Associates,0-3 Yrs,Not mentioned,Ahmedabad,"project management, data analysis, software testing, regression testing, automation testing, manual testing, smoke testing, business analysis",3+ weeks ago
Biness Analyst,RRD Global Outsourcing,0-2 Yrs,Not mentioned,Chennai,"Business process, Analytical skills, Typesetting, Data analysis, Business Analyst, Social media, Manager Technology, Customer experience",3+ weeks ago
Tech Campus Summer Intern,Axtria,0-1 Yrs,Not mentioned,Noida,"time management skills, design patterns, market research, market analysis, data analysis, analytical skills, research, Management skills",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Team, SR, Development",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Data, Team, Science",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Science, Team, Data",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Bengaluru,"Training, Sales, data science, Senior Analyst, Team development, Science, Analysis, SR",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,New Delhi,"Training, Sales, data science, Senior Analyst, Team development, Science, Analysis, SR",3 weeks ago
Sr. Analyst,Dentsu Webchutney,0-2 Yrs,Not mentioned,Coimbatore,"Training, Sales, data science, Senior Analyst, Team development, Analysis, Senior, Science",3 weeks ago
Risk Management and Compliance Controls Project Team,JPMorgan Chase Bank,0-6 Yrs,Not mentioned,Bengaluru,"Data analysis, Manager Quality Assurance, SAS, Compliance, Business analysis, Project management, Program delivery, Risk management",3 weeks ago
IT Compliance & Controls Analyst I,CME Group,0-3 Yrs,Not mentioned,Bengaluru,"IT Compliance, risk management, it security, rpa, data analytics, software development, accounting, internal audit",3 weeks ago
Analyst – Risk Consulting – Process & Controls,EY,0-1 Yrs,Not mentioned,Bengaluru,"Compliance, Internal Audit, Legal, Media, Process Improvement, Telecommunications, Risk Management, Analytics",3 weeks ago
Analyst – Risk Consulting – Process & Controls,EY,0-1 Yrs,Not mentioned,Bengaluru,"Compliance, Internal Audit, Legal, Media, Process Improvement, Telecommunications, Risk Management, Analytics",3 weeks ago
Jr. Business Analyst,Rabbit And Tortoise Technology Solutions,0-3 Yrs,Not mentioned,Pune,"Usage, Business Analyst, UML, Time management, Agile, Technical leadership, Programming, HTML",3+ weeks ago
Associate Financial Analyst,Moonfire,0-2 Yrs,Not mentioned,Pune,"financial concepts, financial analysis, risk management, software, forecasting, investment banking, auditing, accounting",3+ weeks ago
Associate/Sr. Associate MIS,Acko,0-2 Yrs,Not mentioned,Bengaluru,"data analytics, data analysis, mis reporting, team management, kpi, documentation, pivot table, power bi",3+ weeks ago
Data Analytics Entry Level (Trainee),Aquaconx Solutions,0-1 Yrs,Not mentioned,Pune,"algorithms, python, data analysis, data analytics, oracle, hypothesis testing, power bi, relational databases",3+ weeks ago
Business Analyst Senior,Appzoc,0-2 Yrs,Not mentioned,Bengaluru,"vendor management, project management, documentation, business analysis, process improvement, budgeting, strategic planning, operations",3+ weeks ago
